id,popularity,rarity,brand,type,age,condition,weight,length,width,height,scarcity,price
1647,99.958,Very Rare,B,IJN13,9.125,B2,46.814,7.619,6.513,4.779,0.42000000000000004,2679.841
1648,99.994,Very Rare,A,JH88,9.022,B2,36.041,9.094999999999999,7.956,5.751,0.556,5697.551
1649,94.877,Rare,A,RESS211,9.402,B2,39.273,6.122,7.928,4.027,0.863,3004.651
1650,91.405,Common,A,LOP0,7.794,A2,38.554,7.919,8.608,5.308,0.371,5114.434
1651,101.684,Very Rare,D,AF66,9.625,B2,45.175,7.581,5.942,3.945,0.54,1504.511
1652,,Common,E,LOP0,11.383,B2,39.105,6.832,7.504,4.792,0.5840000000000001,3642.423
1653,96.623,Very Rare,C,JH88,8.82,B2,43.900999999999996,8.555,8.49,5.752,0.465,24873.951
1654,94.74,Common,F,DE13,10.174,B1,43.544,9.129999999999999,7.399,4.6530000000000005,0.553,1164.926
1655,93.385,Common,A,LOP0,9.862,A2,25.525,9.206,9.192,5.565,0.6950000000000001,9343.166
1656,100.082,Rare,,JH88,8.95,A1,35.077,8.266,7.596,4.7780000000000005,0.946,2908.72
1657,96.577,Rare,A,WE92,10.177,A2,52.824,7.48,7.55,4.275,0.728,2165.113
1658,98.296,Very Rare,D,LOP0,5.474,C1,56.971000000000004,10.222999999999999,10.242,5.855,1.006,30983.31
1659,99.622,Very Rare,E,JH88,9.417,C1,46.025999999999996,7.89,8.228,5.205,0.381,6454.155
1660,96.728,Very Rare,F,JH88,7.317,B1,27.455,6.702,8.15,4.909,0.71,3260.305
1661,105.162,Rare,A,LOP0,10.977,A1,64.013,9.440999999999999,8.957,5.0120000000000005,0.819,9543.274
1662,99.784,Rare,F,DE13,9.995,A2,33.862,8.448,8.102,4.427,0.688,7776.248
1663,93.459,Common,D,LOP0,9.543,A2,43.58,7.924,7.893,5.37,0.394,3729.972
1664,93.418,Common,C,DE13,11.712,C1,44.545,8.637,9.425,5.988,0.593,9373.885
1665,94.848,Common,F,AF66,9.041,C2,45.08,10.449,10.581,6.308,0.829,43025.136
1666,103.349,Very Rare,B,LOP0,8.718,D,40.63,8.331,9.873999999999999,6.065,0.5690000000000001,13676.598
1667,98.277,Very Rare,A,AF66,8.443,B2,60.394999999999996,6.687,6.791,4.395,0.893,4688.099
1668,93.113,Rare,D,AF66,,A1,38.169,7.534,8.309999999999999,4.197,1.039,4722.575
1669,93.215,Common,C,AF66,9.246,A2,34.525999999999996,8.506,9.979,5.454000000000001,0.635,18867.854
1670,98.364,Very Rare,A,AF66,8.497,C1,43.266,11.04,9.433,6.006,0.8560000000000001,18870.496
1671,93.265,Common,E,AF66,7.973,A1,39.988,7.151,7.628,3.896,,2428.548
1672,93.234,Common,C,IJN13,10.735,B2,32.865,8.916,7.976,4.881,0.778,18970.797
1673,98.293,Very Rare,B,LOP0,8.6,C1,28.285,8.908000000000001,10.321,5.4190000000000005,0.399,10730.207
1674,89.43,Common,A,LOP0,8.146,A2,40.991,7.35,7.352,4.327,0.871,3586.782
1675,98.315,Rare,C,LOP0,8.472,D,42.682,10.436,10.064,6.758,0.318,18870.0
1676,89.772,Common,A,JH88,,A1,31.704,7.263,8.387,4.917,0.905,-866.762
1677,98.358,Very Rare,F,WE92,8.929,C1,26.311,7.004,7.42,3.812,0.263,2054.168
1678,93.337,Common,F,LOP0,9.21,A1,30.519,7.306,7.093,4.004,0.575,320.049
1679,96.265,Common,C,AF66,7.863,B2,59.58,9.437000000000001,8.927,5.649,0.377,16676.22
1680,96.908,Very Rare,C,DE13,10.345,B2,35.772999999999996,6.418,5.427,4.727,0.736,359.493
1681,96.497,Very Rare,D,LOP0,10.882,A2,52.384,6.934,6.616,4.4559999999999995,0.47500000000000003,782.449
1682,93.213,Common,D,AF66,9.064,A2,64.568,7.338,7.255,4.773,0.9430000000000001,1333.66
1683,91.293,Rare,D,LOP0,11.67,A1,43.831,6.622,7.513,4.254,0.974,2318.309
1684,93.202,,D,JH88,9.235,B2,31.228,7.459,6.3919999999999995,4.2669999999999995,0.661,3505.947
1685,93.296,,E,JH88,10.008,B2,51.004,7.292,7.343,4.114,0.99,2522.864
1686,94.625,Common,C,WE92,9.787,C1,29.777,6.978,6.476,4.377,0.678,-227.225
1687,96.719,Common,D,IJN13,8.625,,30.642,9.082,9.305,5.177,0.7330000000000001,23654.249
1688,94.843,Rare,D,JH88,11.936,C1,40.17,8.687000000000001,10.152999999999999,5.954,0.714,21019.336
1689,94.977,Very Rare,C,JH88,7.904,B2,38.916,10.331,9.004,5.944,0.453,36073.814
1690,96.363,Very Rare,C,JH88,8.05,C1,45.004,10.48,9.591000000000001,5.4239999999999995,0.385,17203.047
1691,93.337,Common,E,WE92,8.314,A2,38.889,6.815,7.184,3.967,,2804.27
1692,89.802,Common,B,DE13,11.221,B1,45.989,8.658000000000001,9.033999999999999,5.4830000000000005,0.802,6975.0
1693,93.042,Common,A,JH88,8.686,,22.554,6.417,8.013,5.505,0.41500000000000004,2245.163
1694,89.796,Common,F,DE13,7.991,B1,34.212,7.035,7.494,5.2989999999999995,0.71,3504.299
1695,96.529,Very Rare,A,AF66,10.09,A2,50.172,7.097,5.9190000000000005,3.851,0.484,2005.533
1696,103.288,Somewhat Rare,D,,10.06,C1,45.685,9.341000000000001,8.145,5.156000000000001,0.631,11278.665
1697,89.764,Rare,A,,9.535,C1,30.428,9.091999999999999,8.347000000000001,5.4830000000000005,0.6100000000000001,10664.574
1698,94.688,Common,D,JH88,7.323,B2,48.765,8.415,8.322,4.355,0.535,6210.373
1699,96.654,Very Rare,F,LOP0,6.91,B1,41.168,8.623999999999999,9.54,4.678,0.8140000000000001,14484.999
1700,95.174,Common,A,AF66,,B1,47.728,9.408999999999999,9.395,5.7,0.747,20194.801
1701,96.608,Very Rare,,AF66,,B2,42.624,7.248,7.442,4.970000000000001,0.786,4112.647
1702,98.23,Very Rare,C,,10.36,B1,44.833,9.285,8.015,4.929,0.806,6863.35
1703,98.504,Very Rare,F,DE13,8.75,B2,47.37,9.023,9.155000000000001,5.541,0.7210000000000001,12535.27
1704,94.826,Common,,LOP0,9.618,A2,48.981,7.559,7.735,5.517,0.575,11999.297
1705,94.981,Common,E,IJN13,8.527,B2,32.568,8.151,8.736,4.879,0.6100000000000001,7016.723
1706,91.561,Common,F,DE13,8.347,B2,29.502000000000002,6.761,6.84,4.036,0.453,2067.245
1707,98.096,Rare,A,LOP0,9.644,B2,29.91,8.422,7.071,4.486000000000001,1.0110000000000001,3805.282
1708,91.512,,C,JH88,10.542,A2,37.36,7.352,7.725,3.737,0.8300000000000001,2765.775
1709,93.034,Common,A,JH88,10.629,B2,51.905,7.695,7.855,5.349,0.452,7533.053
1710,94.854,Common,D,JH88,8.908,D,43.273,7.148,7.408,4.0920000000000005,0.778,2793.512
1711,91.937,Rare,D,AF66,10.663,,38.734,7.804,6.668,4.059,0.45,2478.175
1712,100.006,Rare,C,IJN13,7.419,B2,40.718,8.401,9.487,5.549,0.5920000000000001,22305.886
1713,96.463,Very Rare,D,JH88,9.611,,51.988,8.687999999999999,9.274000000000001,5.4079999999999995,0.34,18055.984
1714,96.657,Very Rare,F,LOP0,8.596,,38.987,6.412,7.256,4.63,0.8440000000000001,393.864
1715,99.792,Very Rare,,DE13,8.014,B2,35.846000000000004,7.953,8.565000000000001,4.688000000000001,0.968,2049.848
1716,93.257,Common,C,DE13,9.309,,47.296,9.788,8.986,5.873,,12000.611
1717,91.527,Rare,D,DE13,9.057,B1,43.816,6.98,7.098,4.582,0.806,3890.451
1718,94.723,Common,A,LOP0,9.837,C2,20.885,5.4830000000000005,5.949,3.878,0.9259999999999999,668.541
1719,96.579,Very Rare,A,AF66,8.854,B1,23.122,6.662,7.876,4.471,0.7270000000000001,3802.077
1720,91.516,Common,A,JH88,9.681,B1,32.348,6.821,8.517,4.423,0.751,4657.204
1721,96.668,Very Rare,C,LOP0,6.778,A1,34.278,8.793,8.605,5.426,1.0130000000000001,15650.42
1722,96.815,Very Rare,A,LOP0,8.992,,37.692,10.202,8.637,6.351,0.341,17372.593
1723,89.765,Common,C,DE13,8.286,A1,41.546,7.306,6.988,3.662,0.6080000000000001,1350.322
1724,89.693,Common,D,AF66,10.102,B2,37.232,6.878,6.84,4.234999999999999,0.398,1116.884
1725,100.256,Very Rare,D,DE13,10.015,C1,49.983000000000004,8.914,9.262,5.989,0.502,13651.863
1726,95.021,Very Rare,D,LOP0,,B1,43.558,9.346,9.885,5.465,0.7110000000000001,14732.757
1727,91.417,Common,E,JH88,9.485,B2,38.877,7.576,8.536,4.411,0.837,6986.676
1728,91.615,Common,C,AF66,,B2,40.784,6.4,7.73,5.009,0.663,4013.846
1729,98.212,Very Rare,C,DE13,8.86,A2,41.593,9.503,9.737,5.986,0.9530000000000001,19075.501
1730,94.81,Common,C,DE13,9.379,B1,28.641,8.591999999999999,8.552,4.774,0.5710000000000001,6480.142
1731,96.526,Very Rare,D,LOP0,7.534,A2,45.297,8.36,8.849,5.079000000000001,0.442,5521.514
1732,94.856,Common,A,AF66,6.746,A2,37.219,8.876000000000001,9.068999999999999,4.782,0.6040000000000001,9411.753
1733,94.752,Rare,A,LOP0,11.143,B1,50.305,8.014,6.703,4.3260000000000005,0.696,2402.609
1734,96.576,Very Rare,C,LOP0,10.709,C1,47.912,10.519,9.417,6.267,0.9530000000000001,34288.107
1735,94.746,Rare,A,LOP0,9.144,D,44.728,10.149000000000001,9.854,6.664,0.41300000000000003,14211.757
1736,94.733,Common,B,AF66,7.87,A2,34.769999999999996,7.802,6.522,4.013,0.748,895.546
1737,93.222,Common,A,DE13,7.335,A2,27.024,8.132,7.853,4.317,0.376,2034.993
1738,94.659,Very Rare,A,DE13,9.539,B2,58.884,9.388,10.001999999999999,5.493,0.376,10884.511
1739,91.198,Common,D,WE92,9.494,C1,50.993,6.812,5.322,4.141,0.692,3385.636
1740,96.603,Somewhat Rare,C,IJN13,9.443,B2,46.535,6.982,7.354,4.8759999999999994,0.757,3099.231
1741,98.389,Very Rare,A,IJN13,7.17,B2,51.686,9.138,8.618,5.135,0.398,19939.127
1742,91.582,,C,LOP0,10.59,A2,45.943,6.975,7.118,3.993,0.875,1857.037
1743,89.301,Common,B,JH88,7.282,A1,51.039,7.301,8.362,4.438000000000001,0.9450000000000001,7037.643
1744,98.196,Very Rare,F,DE13,9.055,C1,54.351,9.280000000000001,9.201,6.221,0.8740000000000001,12312.22
1745,91.415,Common,A,AF66,9.341,C1,48.01,6.906,6.847,4.481,0.893,1873.273
1746,91.611,Common,D,AF66,8.813,B2,46.236,7.367,6.53,4.308,0.877,1239.992
1747,98.212,Very Rare,D,DE13,7.073,B2,26.594,10.427,9.907,5.4350000000000005,0.601,26968.1
1748,96.498,Very Rare,A,AF66,9.806,C1,28.083,9.725999999999999,9.684000000000001,5.642,0.663,26378.075
1749,91.361,Common,D,AF66,9.628,B2,62.665,7.495,6.695,4.643,0.551,3013.202
1750,96.498,Very Rare,D,DE13,8.719,B2,30.73,8.612,9.885,5.846,0.708,13522.059
1751,93.322,Common,C,IJN13,10.44,A2,48.727000000000004,5.589,6.3420000000000005,4.258,0.772,2298.243
1752,96.481,Very Rare,A,AF66,8.358,D,35.845,11.365,11.062,6.63,0.47100000000000003,32792.081
1753,94.837,Rare,A,AF66,10.34,C2,45.558,9.088000000000001,9.487,6.543,0.5740000000000001,12394.246
1754,92.935,Common,F,AF66,9.661,C1,41.403,8.552,8.282,5.823,0.841,12986.426
1755,95.055,Common,A,IJN13,9.519,C1,53.109,7.642,8.469999999999999,5.121,0.829,7871.594
1756,94.805,Common,B,IJN13,10.154,,37.99,7.624,6.886,4.632,0.935,4310.392
1757,93.22,Common,F,AF66,,B2,37.655,8.571,9.341000000000001,5.828,0.893,19504.819
1758,93.005,Common,C,LOP0,9.709,A2,49.604,8.059999999999999,8.558,4.504,0.597,8706.086
1759,101.799,Very Rare,E,DE13,7.304,D,41.628,9.824,11.247,7.549,0.661,34555.756
1760,98.058,Very Rare,B,LOP0,8.885,A1,21.796,9.335,7.909,4.9350000000000005,0.765,6196.352
1761,95.028,Somewhat Rare,C,AF66,9.945,B1,30.853,6.414,8.129999999999999,5.226,0.704,8942.333
1762,93.233,Common,D,IJN13,10.4,B1,46.422,7.065,7.745,4.621,0.516,1101.704
1763,91.311,Common,A,LOP0,11.325,,51.407,7.0,8.253,4.632,0.613,5528.942
1764,93.135,Common,F,AF66,9.889,A1,30.64,6.79,8.273,4.5969999999999995,0.5780000000000001,5849.113
1765,94.814,Rare,D,AF66,11.284,,34.079,9.421,8.219000000000001,5.692,,15753.201
1766,94.888,Common,C,KJ001,9.629,C2,56.464,9.289,8.949,5.534,0.718,9505.58
1767,94.755,Common,E,JH88,9.138,A1,36.532,8.134,8.289,5.771,0.51,7891.603
1768,101.441,Rare,C,IJN13,9.32,B1,46.278,6.252,5.87,3.996,0.794,2700.011
1769,98.288,Somewhat Rare,C,AF66,8.354,B1,35.411,6.268,7.363,4.23,0.672,-338.99
1770,94.966,Common,E,IJN13,9.333,B1,41.151,6.372,6.401,4.445,0.443,1193.767
1771,93.213,Common,F,JH88,9.534,A2,42.167,7.176,8.35,5.054,0.974,2914.173
1772,96.285,Rare,F,JH88,11.548,C2,39.475,6.985,8.023,4.823,0.9179999999999999,-102.861
1773,89.809,Rare,D,LOP0,,C1,39.45,8.314,8.190000000000001,4.329000000000001,0.738,2067.451
1774,94.79,Very Rare,C,DE13,,B2,47.164,10.844,11.316,6.538,0.964,33528.84
1775,96.47,Very Rare,F,WE92,8.084,B2,32.983,7.574,6.157,4.013,0.776,3348.494
1776,92.916,Common,A,AF66,9.493,A2,36.747,8.487,6.663,4.824,0.791,4503.362
1777,94.836,Common,C,LOP0,8.935,A1,27.732,8.756,9.0,4.968999999999999,0.36600000000000005,7039.587
1778,94.744,Common,F,LOP0,,,53.064,7.824,7.391,5.58,0.8300000000000001,5839.193
1779,93.069,Rare,C,DE13,10.694,B1,48.319,7.3,8.542,5.2010000000000005,,6491.763
1780,91.43,Common,C,AF66,10.057,C2,22.999,6.988,7.503,4.9399999999999995,0.397,2218.778
1781,98.397,Rare,A,DE13,10.686,B2,52.791,8.052,8.704,4.518,0.541,5487.645
1782,87.912,Common,E,JH88,10.119,A2,29.34,7.856,6.841,5.32,0.895,5560.673
1783,93.397,Rare,D,LOP0,13.145,A2,42.757,8.401,8.164,5.3469999999999995,0.389,4469.974
1784,96.555,Somewhat Rare,C,KJ001,10.567,A2,34.258,10.946,10.283000000000001,6.72,0.831,16059.425
1785,91.529,Common,C,JH88,10.455,B2,52.274,7.063,7.929,4.761,0.36500000000000005,859.421
1786,91.487,Common,,IJN13,8.621,B1,32.136,6.891,7.653,4.397,0.43300000000000005,3246.23
1787,94.711,Common,C,LOP0,8.24,D,37.061,7.914,9.283000000000001,5.484,0.913,9819.997
1788,89.998,Common,A,JH88,10.08,B1,43.575,7.583,6.295,4.186,0.674,2263.805
1789,98.136,Very Rare,A,LOP0,8.417,B1,49.269,9.103,8.947,5.261,0.5840000000000001,12392.219
1790,91.427,Common,C,AF66,,A1,39.327,6.672,6.76,3.844,0.8620000000000001,1823.986
1791,100.094,Very Rare,D,AF66,6.577,C2,61.631,10.271,10.292,6.879,0.386,39119.331
1792,98.089,Rare,F,LOP0,8.319,A2,41.294,8.551,8.693999999999999,5.145,0.507,7478.216
1793,91.545,Common,A,LOP0,9.194,B1,47.397999999999996,7.684,7.022,4.491,1.0150000000000001,569.735
1794,98.26,Somewhat Rare,B,JH88,10.905,B2,50.852000000000004,7.637,7.011,3.876,0.944,697.183
1795,91.662,Rare,C,AF66,10.73,A2,39.468,5.971,6.603,3.842,0.392,1011.019
1796,,Very Rare,D,LOP0,8.272,A1,41.81,8.263,8.776,5.047000000000001,0.528,6893.381
1797,98.255,Very Rare,E,AF66,8.695,A1,41.187,7.004,7.698,3.865,0.49,3572.066
1798,94.698,Common,F,IJN13,8.21,B2,,7.142,9.434999999999999,5.005,0.9139999999999999,8508.889
1799,96.454,Somewhat Rare,,DE13,10.213,A1,43.636,7.951,7.389,4.902,0.7230000000000001,6342.513
1800,94.668,,D,JH88,9.181,C2,37.803,5.672000000000001,6.337,4.194,0.455,32.07
1801,93.034,Somewhat Rare,D,AF66,12.238,A1,30.820999999999998,8.918,9.587,5.491,0.998,16080.349
1802,93.185,Common,C,AF66,,A2,43.775999999999996,9.097999999999999,8.307,4.968,1.034,7842.326
1803,96.692,Very Rare,A,DE13,7.522,C1,50.991,11.045,9.843,5.484,0.42400000000000004,19883.692
1804,91.546,Common,C,AF66,8.963,C1,,9.381,9.555,6.03,0.5800000000000001,19633.149
1805,93.019,Common,C,AF66,8.499,C1,,8.934000000000001,9.293,5.429,0.6990000000000001,14370.463
1806,93.213,Rare,E,AF66,11.384,B2,44.316,8.45,8.309000000000001,5.048,0.587,5870.533
1807,93.001,Common,C,LOP0,9.52,B2,29.619999999999997,8.014,7.592,5.454000000000001,0.632,3570.981
1808,96.473,Common,,DE13,,B2,49.095,7.886,9.266,6.415,0.893,17027.591
1809,94.842,Common,D,AF66,10.091,A2,39.953,7.689,7.236,4.3469999999999995,0.8540000000000001,2008.966
1810,94.974,Common,F,LOP0,8.792,C1,40.058,9.908000000000001,9.775,6.309,0.455,28193.988
1811,96.525,Rare,F,DE13,8.454,C1,40.716,9.758,10.854,6.306,0.7110000000000001,38381.03
1812,94.762,Common,D,LOP0,,B2,37.852,7.965,8.54,4.835,0.8640000000000001,6452.945
1813,93.351,Common,C,JH88,10.08,C1,44.165,9.280000000000001,9.893,5.988,0.629,18880.529
1814,94.894,Rare,C,LOP0,10.56,A1,37.923,8.157,8.356,5.447,0.831,7273.275
1815,95.073,Common,B,AF66,,A2,37.985,6.775,6.66,3.903,0.6040000000000001,3170.958
1816,99.966,Very Rare,D,JH88,7.977,A1,31.429000000000002,6.922,6.777,3.722,,2320.057
1817,91.756,Common,C,LOP0,8.019,C2,24.064999999999998,10.472000000000001,9.235,6.305,0.9099999999999999,22239.083
1818,98.481,Very Rare,F,DE13,8.04,B1,49.04,8.940999999999999,8.835,5.637,0.47600000000000003,13371.555
1819,93.143,Common,,LOP0,9.931,C1,38.562,8.288,8.532,5.21,0.546,12740.346
1820,93.01,Rare,B,AF66,10.221,C1,48.443,8.857,8.972999999999999,5.261,0.77,12827.658
1821,94.899,Common,E,LOP0,8.489,C2,43.4,8.146,7.467,5.541,1.0210000000000001,2254.503
1822,98.258,Very Rare,E,AF66,9.627,B2,46.663,8.872,8.312999999999999,6.411,0.9159999999999999,17714.408
1823,92.971,Common,C,JH88,9.435,D,42.59,6.775,7.526,4.693,0.623,2781.632
1824,94.769,Common,C,LOP0,10.526,B2,36.653999999999996,7.189,6.041,3.735,0.8900000000000001,3360.682
1825,93.145,Common,C,LOP0,8.738,A1,39.97,8.224,8.699,5.439,0.656,8738.278
1826,94.638,Common,A,JH88,,A2,42.246,6.561,7.328,4.462,0.394,1085.794
1827,98.099,Very Rare,D,JH88,7.755,A2,34.899,6.72,6.379,3.993,0.581,4217.581
1828,94.741,Common,B,IJN13,7.477,B2,56.714,9.728,8.852,5.788,0.581,20554.342
1829,89.537,Common,C,AF66,8.971,B2,37.289,7.373,8.511,4.7330000000000005,0.869,5589.804
1830,94.715,Rare,A,LOP0,9.288,C1,31.857,7.846,8.280999999999999,4.742,0.6970000000000001,5962.958
1831,93.127,Common,E,JH88,9.962,B2,46.229,8.193,9.91,5.764,0.5680000000000001,20439.639
1832,94.658,Rare,C,LOP0,9.955,C1,25.872999999999998,9.565000000000001,8.972000000000001,5.303,0.6140000000000001,13440.23
1833,91.436,Rare,A,AF66,9.471,C1,36.146,10.044,10.735,6.611,0.893,28515.401
1834,91.344,Common,,AF66,,B2,42.765,7.694,7.563,4.841,0.381,2941.757
1835,,Common,C,IJN13,9.071,C2,44.400999999999996,9.146,10.978,6.104,0.8640000000000001,29990.722
1836,94.95,Common,A,WE92,6.999,B2,27.108,6.664,6.05,4.3740000000000006,0.821,3603.183
1837,98.438,Common,,JH88,8.893,A2,31.029,6.989,7.146,4.234999999999999,0.744,4318.209
1838,93.162,Common,A,LOP0,10.314,B2,36.124,7.081,7.63,4.595000000000001,,2436.714
1839,96.672,Very Rare,C,AF66,7.184,A1,43.707,7.418,7.314,3.951,0.6080000000000001,1800.3
1840,98.325,Common,D,LOP0,9.002,A1,41.077,7.713,8.318,5.149,0.35100000000000003,5910.516
1841,98.39,Very Rare,A,IJN13,9.173,,42.032,7.24,7.744,4.901,0.518,2542.8
1842,99.938,Rare,F,DE13,9.577,B1,25.471,10.775,9.503,5.99,0.857,42686.371
1843,93.112,Common,C,RESS211,9.324,B1,44.604,6.543,6.445,3.698,0.8540000000000001,1040.784
1844,96.55,Rare,C,DE13,10.338,B2,50.772999999999996,8.815000000000001,9.261,5.624,0.34600000000000003,10848.746
1845,96.871,Somewhat Rare,C,LOP0,11.365,A1,42.915,9.764,8.618,6.107,0.575,27788.266
1846,98.151,Rare,D,IJN13,11.032,A2,46.335,6.46,6.593,4.082,0.339,3261.614
1847,94.587,Common,E,AF66,9.084,C1,40.658,9.065999999999999,9.190999999999999,5.635,0.897,20051.755
1848,96.537,Rare,B,JH88,12.941,B2,48.403999999999996,7.331,7.953,4.442,0.98,4607.337
1849,98.387,Very Rare,,LOP0,6.074,C1,45.938,9.365,9.704,5.518,0.545,12805.778
1850,92.893,Common,D,LOP0,,B2,23.486,9.29,8.666,5.045,0.5820000000000001,15438.109
1851,101.781,Very Rare,D,DE13,10.186,,48.562,9.253,8.504,5.355,0.865,10292.86
1852,99.806,Very Rare,A,RESS211,10.38,B2,,6.607,7.141,4.048,0.9139999999999999,2626.343
1853,95.111,Common,F,AF66,10.68,C2,28.407,9.338000000000001,8.267,5.159,0.457,14669.046
1854,98.202,Very Rare,F,AF66,,A1,40.077,8.52,8.542,4.75,0.611,6250.922
1855,95.057,Rare,D,DE13,11.081,A1,26.766,9.975,7.06,5.4719999999999995,1.002,11862.208
1856,93.432,Common,C,DE13,8.6,B1,56.891999999999996,7.966,8.626999999999999,5.339,0.36600000000000005,4467.014
1857,93.177,Common,C,AF66,8.537,A2,47.782,6.845,6.398,4.059,0.78,1799.493
1858,98.254,Rare,D,AF66,9.183,C2,47.549,10.216999999999999,10.317,6.227,,40334.659
1859,96.424,Very Rare,D,AF66,9.797,C1,25.09,9.882,9.748000000000001,6.215,0.669,27127.53
1860,98.004,Rare,C,AF66,9.131,B2,32.91,7.606,6.864,4.829000000000001,0.47200000000000003,1839.852
1861,96.511,Rare,F,LOP0,11.797,A2,35.801,10.165,10.171,6.003,0.379,31176.946
1862,94.814,Common,D,JH88,8.778,C1,33.19,6.195,5.709,3.932,0.642,2142.494
1863,98.222,Rare,C,IJN13,9.588,C2,42.144,7.989,7.367,5.3,0.43400000000000005,4971.149
1864,94.896,Rare,C,AF66,9.138,C1,44.171,9.724,8.42,4.927,0.9490000000000001,10489.026
1865,94.823,Very Rare,F,LOP0,10.577,B2,57.21,9.353,8.916,5.904,0.772,17747.815
1866,105.164,Rare,F,DE13,6.43,A1,60.001000000000005,10.071,9.979,6.39,0.7090000000000001,26439.408
1867,95.04,Common,E,AF66,9.175,B1,36.195,7.052,6.53,4.388,0.8920000000000001,7197.948
1868,99.876,Somewhat Rare,F,DE13,10.595,C1,43.578,8.544,7.297,4.977,0.63,4042.052
1869,93.013,Common,E,AF66,10.296,A2,44.372,8.033000000000001,7.687,3.688,0.769,725.809
1870,99.646,Very Rare,B,DE13,7.43,B1,38.663,9.616,9.014,5.64,0.714,11629.834
1871,106.801,Somewhat Rare,F,JH88,7.637,B1,48.519,7.471,6.824,4.0,0.671,1770.446
1872,95.015,Rare,C,AF66,10.246,A2,41.355,7.328,8.078,4.959,0.42300000000000004,3361.242
1873,96.524,Very Rare,A,LOP0,10.804,C1,44.351,8.042,8.661999999999999,5.66,0.9550000000000001,15891.376
1874,99.849,Somewhat Rare,A,LOP0,9.947,B1,35.009,9.167,9.174,5.985,0.342,29107.757
1875,96.766,Rare,D,AF66,12.599,D,48.525,10.416,9.756,5.991,0.5,20995.651
1876,92.892,Common,D,JH88,9.213,C2,39.736,8.187999999999999,8.236,5.959,0.8420000000000001,6156.411
1877,89.657,Common,D,LOP0,8.523,B1,35.891,9.674,10.052,5.912,,18877.753
1878,93.199,Rare,C,JH88,11.453,B2,31.194000000000003,7.065,7.861,5.147,0.871,3635.856
1879,93.192,Common,D,LOP0,9.624,C1,50.955,9.526,10.309000000000001,5.634,0.905,15316.565
1880,93.145,Common,B,JH88,10.085,B2,42.439,7.049,9.443999999999999,4.63,0.851,9682.186
1881,110.113,Common,A,JH88,10.808,B1,48.223,7.578,8.21,4.429,0.8940000000000001,4273.287
1882,98.335,Common,D,DE13,8.038,A2,31.736,8.785,8.809999999999999,5.945,0.318,22946.663
1883,101.704,Rare,A,LOP0,11.505,A1,31.628999999999998,8.173,8.469999999999999,5.143,0.823,14716.883
1884,94.898,Common,C,JH88,9.534,B2,41.248,8.789,8.216999999999999,5.359999999999999,0.849,6611.681
1885,91.236,Common,B,RESS211,10.364,B2,65.22200000000001,7.15,6.74,4.212,0.891,4372.609
1886,89.684,Common,F,LOP0,10.999,A1,54.455,7.447,6.822,4.507,0.9990000000000001,859.699
1887,91.493,Common,C,AF66,10.346,B2,38.428,8.211,7.463,4.85,0.649,1325.718
1888,98.213,Very Rare,D,DE13,8.013,A1,54.724000000000004,10.519,10.431000000000001,6.57,0.385,45579.743
1889,93.306,,C,WE92,9.972,B2,29.365000000000002,7.69,6.481,4.4559999999999995,0.8300000000000001,1491.277
1890,94.949,Rare,D,IJN13,8.86,B1,37.626,6.367,7.755,4.157,0.7150000000000001,2021.621
1891,92.862,Common,F,LOP0,8.409,C1,,8.993,9.664,5.492,0.42200000000000004,16079.51
1892,93.327,Common,C,AF66,10.36,A2,43.131,5.402,6.247,4.513999999999999,0.499,2752.972
1893,91.381,Common,D,LOP0,8.841,A1,31.694000000000003,7.852,7.116,4.498,0.395,3473.753
1894,93.115,Very Rare,D,LOP0,,B2,44.787,8.927,9.172,5.89,0.958,12374.225
1895,103.429,Rare,A,LOP0,5.219,B1,48.718,8.065000000000001,9.286999999999999,5.885,0.5780000000000001,8454.592
1896,89.834,Common,A,JH88,9.571,A2,46.12,8.158000000000001,7.706,5.059,0.47000000000000003,3673.145
1897,91.552,Common,D,WE92,9.368,C1,48.786,7.598,8.834,4.481,0.8420000000000001,8337.593
1898,94.859,Common,F,DE13,9.969,A2,44.224000000000004,7.523,7.006,4.839,0.562,3246.892
1899,93.336,Common,A,LOP0,8.642,C1,47.683,10.595,9.658000000000001,6.163,0.593,14196.436
1900,105.072,Rare,F,AF66,6.47,,39.332,6.917,7.888,5.415,0.698,6385.785
1901,95.048,Common,A,AF66,11.103,A2,37.818,7.281,7.764,4.468999999999999,0.8280000000000001,4329.227
1902,98.313,Very Rare,A,AF66,11.09,B1,40.089,8.879999999999999,9.036,5.825,0.5940000000000001,17554.757
1903,99.89,Very Rare,C,LOP0,8.09,,44.916,10.01,10.142,5.624,0.43600000000000005,29314.804
1904,94.832,,C,LOP0,9.688,C1,42.013,8.883,8.312000000000001,6.107,0.41900000000000004,17653.676
1905,101.581,Somewhat Rare,D,DE13,12.997,A2,49.543,9.637,8.937000000000001,5.444,,8361.504
1906,98.399,Very Rare,C,LOP0,9.224,B1,26.302,8.59,9.121,5.402,1.0170000000000001,12910.959
1907,98.086,Very Rare,F,LOP0,9.442,B2,40.772,6.4239999999999995,5.623,3.923,0.5,2648.775
1908,91.475,Common,A,RESS211,10.472,B2,32.411,7.029,7.4,4.668,0.36200000000000004,2312.177
1909,100.265,Common,F,DE13,7.879,C1,40.321,8.697,8.286999999999999,4.793,0.8440000000000001,10761.793
